DateTime,XBOX,PS,PC
7/10/2019 0:00,55346,57419,75800
7/11/2019 0:00,57529,62174,72750
7/12/2019 0:00,62388,66288,78000
7/13/2019 0:00,61242,63886,84800
7/14/2019 0:00,57980,59250,81167
7/15/2019 0:00,60623,64083,79750
7/16/2019 0:00,58500,62333,78900
7/17/2019 0:00,57507,61234,76333
7/18/2019 0:00,60129,63055,82000
7/19/2019 0:00,61349,64656,80000
7/20/2019 0:00,57375,60111,76167
7/21/2019 0:00,58186,59473,85667
7/22/2019 0:00,59222,61286,84000
7/23/2019 0:00,57559,58711,72250
7/24/2019 0:00,55524,56271,78500
7/25/2019 0:00,58725,61414,80750
7/26/2019 0:00,60800,62277,83100
7/27/2019 0:00,59775,60142,80000
7/28/2019 0:00,59175,60925,86625
7/29/2019 0:00,60527,62468,79125
7/30/2019 0:00,51698,52384,62429
7/31/2019 0:00,41607,40922,50913
8/1/2019 0:00,42583,41100,52125
8/2/2019 0:00,43009,41177,50500
8/3/2019 0:00,38790,38802,51375
8/4/2019 0:00,37167,37788,49917
8/5/2019 0:00,35587,36684,46000
8/6/2019 0:00,36589,37831,49375
8/7/2019 0:00,34533,37963,47875
8/8/2019 0:00,36653,39276,51500
8/9/2019 0:00,40375,42946,54500
8/10/2019 0:00,40167,40434,55000
8/11/2019 0:00,39598,40697,55333
8/12/2019 0:00,41475,42764,52500
8/13/2019 0:00,34190,35309,44125
8/14/2019 0:00,31125,33691,40500
8/15/2019 0:00,40804,41059,0
8/16/2019 0:00,46784,42592,43000
8/17/2019 0:00,48636,42581,68000
8/18/2019 0:00,48177,44939,51000
8/19/2019 0:00,47612,46750,58500
8/20/2019 0:00,50250,47023,64500
8/21/2019 0:00,50287,47419,70500
8/22/2019 0:00,54426,52582,64000
8/23/2019 0:00,59717,58102,70000
8/24/2019 0:00,54776,55471,79000
8/25/2019 0:00,54289,51206,72000
8/26/2019 0:00,56236,56321,82000
8/27/2019 0:00,50670,53413,82000
8/28/2019 0:00,50101,50773,87000
8/29/2019 0:00,50911,52957,76000
8/30/2019 0:00,51741,50892,0
8/31/2019 0:00,44148,46532,63000
9/1/2019 0:00,44125,46735,88500
9/2/2019 0:00,47680,49536,70000
9/3/2019 0:00,48890,45534,79500
9/4/2019 0:00,42406,42829,78000
9/5/2019 0:00,48599,48267,72500
9/6/2019 0:00,49770,48746,75000
9/7/2019 0:00,44196,41889,69500
9/8/2019 0:00,43079,40554,75500
9/9/2019 0:00,46609,45764,73500
9/10/2019 0:00,48819,45289,79250
9/11/2019 0:00,47338,42704,0
9/12/2019 0:00,50621,48816,84500
9/13/2019 0:00,50786,48718,0
9/14/2019 0:00,51694,47641,90000
9/15/2019 0:00,53619,50528,0
9/16/2019 0:00,55737,50656,90000
9/17/2019 0:00,51645,50786,0
